Titre sans typo	site :titre	num:volume	site:promotion	num:pp	ordre	identifiant	path	Auteur principal et sa Fonction	site :nom	site :prenom	Noter ici tout ce qui peut servir au prestataire	Autorité IdRef Forme retenue	IdRef ou ARK	num:ordre	num:id	site :id	Date d'édition	Promotion	TOME	COTE Thèse AN AB XXVIII 	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel
Les châteaux de l’apanage d’Alençon (v. 1350-v. 1450)	Les châteaux de l’apanage d’Alençon (v. 1350-v. 1450)	34-1999	1999	117-131	14	ENCPOS_1999_14	ENCPOS/1999/ENCPOS_1999_14/	Chave, Isabelle	Chave	Isabelle						199914		1999			14961814X		1350-1450	24,5x15,5	1999THESE15	bon état	chave	2	1350	1450		
Le De dono timoris du dominicain Humbert de Romans (†1277). Édition et commentaire	Le <i>De_dono_timoris</i> du dominicain Humbert_de_Romans (?-1277). Édition et commentaire	34-1999	1999	133-140	15	ENCPOS_1999_15	ENCPOS/1999/ENCPOS_1999_15/	Chevalier, Christine	Chevalier	Christine						199915		1999			149646283		1200-1277	24,5x15,5	1999THESE16	bon état	chevalier	2	1200	1277		
L’abolition des capitulations et la suppression des tribunaux mixtes en Egypte (1937)	L’abolition des capitulations et la suppression des tribunaux mixtes en Egypte (1937)	34-1999	1999	141-149	16	ENCPOS_1999_16	ENCPOS/1999/ENCPOS_1999_16/	Chevrant-Breton, Philippe	Chevrant-Breton	Philippe						199916		1999			149646607		1937-1937	24,5x15,5	1999THESE17	bon état	chevrantbreton	1	1937	1937		
L’hygiène alimentaire des soldats de l’armée de terre française (v. 1770-1880)	L’hygiène alimentaire des soldats de l’armée de terre française (v. 1770-v. 1880)	34-1999	1999	151-155	17	ENCPOS_1999_17	ENCPOS/1999/ENCPOS_1999_17/	Chompret, Marie-France	Chompret	Marie-France						199917		1999			14964678X		1770-1880	24,5x15,5	1999THESE18	bon état	chompret	2	1770	1880		
Le monde seigneurial dans le comté de Dammartin-en-Goële à la fin du Moyen Âge (v. 1320- v. 1520)	Le monde seigneurial dans le comté de Dammartin-en-Goële à la fin du Moyen_Âge (v. 1320- v. 1520)	34-1999	1999	157-166	18	ENCPOS_1999_18	ENCPOS/1999/ENCPOS_1999_18/	Claerr, Thierry	Claerr	Thierry						199918		1999			149647093		1320-1520	24,5x15,5	1999THESE19	bon état	claerr	1	1320	1520		
La reliure d’étoffe au temps des princes de Valois (seconde moitié du xive siècle – début du xve siècle)	La reliure d’étoffe au temps des princes de Valois (seconde moitié du <abbr>xiv<sup>e</sup></abbr> siècle – début du <abbr>xv<sup>e</sup></abbr> siècle)	34-1999	1999	167-174	19	ENCPOS_1999_19	ENCPOS/1999/ENCPOS_1999_19/	Coilly, Nathalie	Coilly	Nathalie						199919		1999			149647603		1350-1430	24,5x15,5	1999THESE20	bon état	coilly	2	1350	1430		
Saint Joseph mis en image : iconographie et culte de saint Joseph, de la fin du xive à la veille du concile de Trente	Saint_Joseph mis en image : iconographie et culte de saint_Joseph, de la fin du <abbr>xiv<sup>e</sup></abbr> à la veille du concile_de_Trente	34-1999	1999	175-183	20	ENCPOS_1999_20	ENCPOS/1999/ENCPOS_1999_20/	Eyroi, Karine	Eyroi	Karine						199920		1999			149648065		1370-1542	24,5x15,5	1999THESE21	bon état	eyroi	2	1370	1542		
L’héraldique balzacienne, mise en perspective	L’héraldique balzacienne, mise en perspective	34-1999	1999	185-189	21	ENCPOS_1999_21	ENCPOS/1999/ENCPOS_1999_21/	Ferri, Laurent	Ferri	Laurent						199921		1999			149648413		1799-1850	24,5x15,5	1999THESE22	bon état	ferri	1	1799	1850		
Antiromanisme doctrinal, pouvoir et raison du prince : le prisme du prince (1606-1611)	Antiromanisme doctrinal, pouvoir et raison du prince : le prisme du prince (1606-1611)	34-1999	1999	191-204	22	ENCPOS_1999_22	ENCPOS/1999/ENCPOS_1999_22/	Franceschi, De, Sylvio-Hemann	Franceschi, De	Sylvio-Hemann						199922		1999			149648685		1606-1611	24,5x15,5	1999THESE23	bon état	franceschi	1	1606	1611		
La vêture en pays vannetais à travers les sources d’archives (milieu du xviiie - milieu du xixe siècle)	La vêture en pays vannetais à travers les sources d’archives (milieu du <abbr>xviii<sup>e</sup></abbr> - milieu du <abbr>xix<sup>e</sup></abbr> siècle)	34-1999	1999	205-208	23	ENCPOS_1999_23	ENCPOS/1999/ENCPOS_1999_23/	Gardais, Marie-Odile	Gardais	Marie-Odile						199923		1999			14964888X		1750-1850	24,5x15,5	1999THESE24	bon état	gardais	2	1750	1850		
Les offices des ténèbres en France aux xviie et xviiie siècles	Les offices des ténèbres aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles	34-1999	1999	209-216	24	ENCPOS_1999_24	ENCPOS/1999/ENCPOS_1999_24/	Gaudelus, Sébastien	Gaudelus	Sébastien						199924		1999			149649010		1600-1799	24,5x15,5	1999THESE25	bon état	gaudelus	1	1600	1799		
Charles de Spoelberch de Lovenjoul (1836-1907), un collectionneur et ses libraires	Charles_de_Spoelberch de Lovenjoul (1836-1907), un collectionneur et ses libraires	34-1999	1999	217-224	25	ENCPOS_1999_25	ENCPOS/1999/ENCPOS_1999_25/	Gaviglio, Catherine	Gaviglio	Catherine						199925		1999			149650078		1836-1907	24,5x15,5	1999THESE26	bon état	gaviglio	2	1836	1907		
Les marques typographiques en France des origines à 1600	Les marques typographiques en France des origines à 1600	34-1999	1999	225-231	26	ENCPOS_1999_26	ENCPOS/1999/ENCPOS_1999_26/	Gheno, Pierre	Gheno	Pierre						199926		1999			149650280		0-1600	24,5x15,5	1999THESE27	bon état	gheno	1	0	1600		
Le Codex de Lambert, évêque d’Arras (1093-1115). Introduction, édition et traduction	Le <i>Codex</i> de Lambert, évêque d’Arras (1093-1115). Introduction, édition et traduction	34-1999	1999	233-238	27	ENCPOS_1999_27	ENCPOS/1999/ENCPOS_1999_27/	Giordanengo, Claire	Giordanengo	Claire						199927		1999			149650965		1093-1115	24,5x15,5	1999THESE28	bon état	giordanengo	2	1093	1115		
Un grand chantier de l’époque flamboyante : la reconstruction de la tour nord de la cathédrale de Bourges (1507-1537)	Un chantier de l’époque flamboyante, la reconstruction de la tour nord de la cathédrale de Bourges (1507-1537)	34-1999	1999	239-247	28	ENCPOS_1999_28	ENCPOS/1999/ENCPOS_1999_28/	Hamon, Etienne	Hamon	Etienne						199928		1999			149651171		1507-1537	24,5x15,5	1999THESE29	bon état	hamon	1	1507	1537		
Une famille de bibliophiles au xve siècle, les Coëtivy	Une famille de bibliophiles au <abbr>xv<sup>e</sup></abbr> siècle, les Coëtivy	34-1999	1999	249-254	29	ENCPOS_1999_29	ENCPOS/1999/ENCPOS_1999_29/	Harrouët, Roseline	Harrouët	Roseline						199929		1999			149651449		1400-1499	24,5x15,5	1999THESE30	bon état	harrouet	2	1400	1499		
La carrière de Jean Argyropoulos avant 1453 : contribution à l’histoire de la renaissance byzantine	La carrière de Jean_Argyropoulos avant 1453 : contribution à l’histoire de la renaissance byzantine	34-1999	1999	255-258	30	ENCPOS_1999_30	ENCPOS/1999/ENCPOS_1999_30/	Jardin, Sylvestre	Jardin	Sylvestre						199930		1999			149653522		1400-1453	24,5x15,5	1999THESE31	bon état	jardin	1	1400	1453		
Le duc de Bourbon, premier ministre de Louis XV	Le duc de Bourbon, premier ministre de Louis_XV	34-1999	1999	259-264	31	ENCPOS_1999_31	ENCPOS/1999/ENCPOS_1999_31/	Lanoye, Sébastien	Lanoye	Sébastien						199931		1999			149653670		1723-1726	24,5x15,5	1999THESE32	bon état	lanoye	1	1723	1726		
La prédication de Prévôtin de Crémone : édition des sermons de Mayence et de Paris	La prédication de Prévôtin_de_Crémone : édition des sermons de Mayence et de Paris	34-1999	1999	265-268	32	ENCPOS_1999_32	ENCPOS/1999/ENCPOS_1999_32/	Lebigue, Jean-Baptiste	Lebigue	Jean-Baptiste						199932		1999			149653808		1200-1220	24,5x15,5	1999THESE33	bon état	lebigue	1	1200	1220		
Les bronzes chola vishnouites	Les bronzes chola vishnouites	34-1999	1999	269-275	33	ENCPOS_1999_33	ENCPOS/1999/ENCPOS_1999_33/	Lefèvre, Vincent	Lefèvre	Vincent						199933		1999			149654553		850-1250	24,5x15,5	1999THESE34	bon état	lefevre	1	850	1250		
Le familistère de Guise (1858-1968) : architecture, habitat, vie quotidiennne	Le familistère de Guise (1858-1968) : architecture, habitat, vie quotidiennne	34-1999	1999	277-284	34	ENCPOS_1999_34	ENCPOS/1999/ENCPOS_1999_34/	Loire, Marion	Loire	Marion						199934		1999			149654804		1858-1968	24,5x15,5	1999THESE35	bon état	loire	2	1858	1968		
L’Ars lectoria Ecclesie de Jean de Garlande. Étude, édition et traduction	L’<i>Ars_lectoria_Ecclesie</i> de Jean_de_Garlande. Étude, édition et traduction	34-1999	1999	285-290	35	ENCPOS_1999_35	ENCPOS/1999/ENCPOS_1999_35/	Marguin, Elsa	Marguin	Elsa						199935		1999			149655002		1200-1252	24,5x15,5	1999THESE36	bon état	marguin	2	1200	1252		
L’École nationale de arts décoratifs de 1877 à 1941 : la réconciliation des arts appliqués et de l’architecture	L’École nationale de arts décoratifs de 1877 à 1941 : la réconciliation des arts appliqués et de l’architecture	34-1999	1999	291-296	36	ENCPOS_1999_36	ENCPOS/1999/ENCPOS_1999_36/	Martin, Sylvie	Martin	Sylvie						199936		1999			149655177		1877-1941	24,5x15,5	1999THESE37	bon état	martin	2	1877	1941		
Martin Chambiges (v. 1460-1532), l’architecte des cathédrales flamboyantes	Martin_Chambigues (v. 1460-1532), l’architecte des cathédrales flamboyantes	34-1999	1999	297-304	37	ENCPOS_1999_37	ENCPOS/1999/ENCPOS_1999_37/	Meunier, Florian	Meunier	Florian						199937		1999			149655290		1460-1532	24,5x15,5	1999THESE38	bon état	meunier	1	1460	1532		
L’information politique à Toulouse dans la première moitié du xve siècle (1414-1444)	L’information politique à Toulouse dans la première moitié  du <abbr>xv<sup>e</sup></abbr> siècle (1414-1444)	34-1999	1999	305-313	38	ENCPOS_1999_38	ENCPOS/1999/ENCPOS_1999_38/	Nadrigny, Xavier	Nadrigny	Xavier						199938		1999			149655444		1414-1444	24,5x15,5	1999THESE39	bon état	nadrigny	1	1414	1444		
Contribution à l’histoire de la Saintonge et de l’Aunis pendant la guerre de Cent ans	Contribution à l’histoire de la Saintonge et de l’Aunis pendant la guerre_de_Cent_ans	34-1999	1999	315-320	39	ENCPOS_1999_39	ENCPOS/1999/ENCPOS_1999_39/	Nau, Claire	Nau	Claire						199939		1999			149655568		1337-1453	24,5x15,5	1999THESE40	bon état	nau	2	1337	1453		
La société anatomique de Paris : étude institutionnelle et prosopographique d’une société médicale parisienne au xixe siècle	La société_anatomique de Paris : étude institutionnelle et prosopographique d’une société médicale parisienne	34-1999	1999	321-329	40	ENCPOS_1999_40	ENCPOS/1999/ENCPOS_1999_40/	Palluault, Florent	Palluault	Florent						199940		1999			149655665		1803-1999	24,5x15,5	1999THESE41	bon état	palluault	1	1803	1999		
Le duché de Genevois aux xvie et xviie siècles : aspects institutionnels d’un apanage savoyard	Le duché de Genevois aux <abbr>xvi<sup>e</sup></abbr> et <abbr>xvii<sup>e</sup></abbr> siècles : aspects institutionnels d’un apanage savoyard	34-1999	1999	331-340	41	ENCPOS_1999_41	ENCPOS/1999/ENCPOS_1999_41/	Perrillat, Laurent	Perrillat	Laurent						199941		1999			149655754		1500-1699	24,5x15,5	1999THESE42	bon état	perrillat	1	1500	1699		
Le cartulaire de Saint-Pierre de Préaux : étude et édition du manuscrit dans son état de 1227	Le cartulaire de Saint-Pierre_de_Préaux : étude et édition du manuscrit dans son état de 1227	34-1999	1999	341-347	42	ENCPOS_1999_42	ENCPOS/1999/ENCPOS_1999_42/	Rouet, Dominique	Rouet	Dominique						199942		1999			149655851		1227-1227	24,5x15,5	1999THESE43	bon état	rouet		1227	1227		
Claude Le Peletier (1631-1711), contrôleur général des finances de Louis XIV	Claude_Le_Peletier (1631-1711), contrôleur général des finances de Louis_XIV	34-1999	1999	349-357	43	ENCPOS_1999_43	ENCPOS/1999/ENCPOS_1999_43/	Stoll, Mathieu	Stoll	Mathieu						199943		1999			149655924		1631-1711	24,5x15,5	1999THESE44	bon état	stoll	1	1631	1711		
La communauté urbaine de la cité de Toul, du milieu du xive siècle à la fin du xve siècle	La communauté urbaine de la cité de Toul, du milieu du <abbr>xiv<sup>e</sup></abbr> siècle à la fin du <abbr>xv<sup>e</sup></abbr> siècle	34-1999	1999	359-367	44	ENCPOS_1999_44	ENCPOS/1999/ENCPOS_1999_44/	Vaisse, Damien	Vaisse	Damien						199944		1999			13529309X		1330-1499	24,5x15,5		bon état	vaisse	1	1330	1499		
Le Roman de Brut de Jean de Wauquelin, traduction de l’Historia regum Britannie de Geoffroy de Monmouth : édition et commentaire	Le <i>Roman_de_Brut</i> de Jean_de_Wauquelin, traduction de l’<i>Historia_regum_Britannie</i>	34-1999	1999	369-371	45	ENCPOS_1999_45	ENCPOS/1999/ENCPOS_1999_45/	Veysseyre, Géraldine	Veysseyre	Géraldine						199945		1999					1444-1445	24,5x15,5		bon état	veysseyre	2	1444	1445		
pages postliminaires		34-1999	1999	373-	NEXT	ENCPOS_1999_NEXT	ENCPOS/1999/ENCPOS_1999_NEXT/																									
																																
																																
	L’église cathare du Carcassès (1167-début du <abbr>xiv<sup>e</sup></abbr> siècle)		2001						Roche	Julien						200121											roche	1	1167	1399		63
	Aspects militaires de la guerre_pour_la_succession_de_la_Bourgogne, de Nancy au traité d’Arras (5 janvier 1477-23 décembre 1482)		2001						Sablon Du Corail	Amable						200122											sablonducorail		1477	1482		66
	L’exposition universelle de 1867 : apothéose du second empire et de la génération de 1830		2001						Vasseur	Edouard						200123											vasseur	1	1830	1867		67
	Concierges et capitaines du château de Vincennes (1258-1418)		2001						Zang	Marie-Astrid						200124											zang	2	1258	1418		68
	Les œuvres en prose de Catherine d’Amboise (1482-1550) : œuvres		2002						Bergeron-Foote	Ariane						200201											bergeron	2	1482	1550		1
	Gentile da Foligno, médecin et universitaire du <abbr>xiv<sup>e</sup></abbr> siècle : étude et édition critique du commentaire du <i>Canon</i> d’Avicenne (3, 11, 1)		2002						Chandelier	Joël						200202											chandelier	1	1300	1399		3
	Notre-Dame de Senlis, une cathédrale au cœur de la cité		2002						Christophe	Delphine						200203											christophe	2	1000	1790		6
	Éditer la littérature médiévale en France dans la première du <abbr>xix<sup>e</sup></abbr> siècle : éditeurs et éditions en_« empirie »		2002						Clot	Nathalie						200204											clot	2	1800	1850		7
	La Maison_des_écoliers de Laon : étude d’un collège parisien aux <abbr>xiv<sup>e</sup></abbr> et <abbr>xv<sup>e</sup></abbr> siècles		2002						Fabris	Cécile						200205											fabris	2	1300	1499		8
	Les ducs de Bourbons face à la mort : les élections de sépulture (fin <abbr>xiii<sup>e</sup></abbr>-début <abbr>xvi<sup>e</sup></abbr> siècle)		2002						Gautier	Marc-Édouard						200206											gautier	1	1250	1350		10
	Le <i>De_vanitate_mundi</i> de Hugues_de_Saint-Victor (†1141) : édition critique et commentaire		2002						Giraud	Cédric						200207											giraud	1	1100	1141		11
	Louis d’Orléans (1703-1752), premier prince du sang et mystique érudit		2002						Gordien	Marie-Estelle						200208											gordien	2	1703	1752		12
	Recherches sur l’antiquaire lyonnais Guillaume_du_Choul (v. 1496-1560)		2002						Guillemain	Jean						200209											guillemain	1	1496	1560		13
	La fête des fous dans le nord de la France (XIV<sup>e</sup>-XVI<sup>e</sup> siècle)		2002						Guilleray	Pierre-Emmanuel						200210											guilleray	1	1300	1599		15
	La traduction castillane du <i>De_montibus</i> de Boccace : édition et commentaire (Bibl. nat. de Fr. esp. 458)		2002						Horovitz	Pauline						200211											horovitz	2	1313	1532		16
	La politique du patrimoine monumental d’André_Malraux à Michel_Guy (1958-1974)		2002						Laurent	Xavier						200212											laurent	1	1958	1974		17
	Le <i>Promptuarium_exemplorum</i> de Martin_le_Polonais O.P. (†1278) : édition critique et commentaire		2002						Lebourgeois	Anne-Élyse						200213											lebourgeois	2	1278	1278		18
	Les relations diplomatiques entre la Norvège et les Îles britanniques (1249-1319) : les ambassadeurs et le service diplomatique du roi		2002						Lenègre	Florent						200214											lenegre	1	1249	1319		19
	L’usine et la ville : le cas de l’Ouest parisien (Chaillot, Bas-Passy, Ternes, Batignolles)		2002						Lohr	Évelyne						200215											lohr	2	1800	2002		20
	L’administration municipale de Sélestat au <abbr>xviii<sup>e</sup></abbr> siècle		2002						Lutz	Jean-François						200216											lutz	1	1700	1799		31
	La boîte à Perrette : approches des finances du mouvement janséniste au <abbr>xviii<sup>e</sup></abbr> siècle		2002						Lyon-Caen	Nicolas						200217											lyoncaen	1	1700	1799		33
	L’élevage des chevaux de travail dans l’Orne, de 1815 à 1900		2002						Manneheut	Agnès						200218											manneheut	2	1815	1899		34
	Gabriel_Marcel et le théâtre		2002						Mary	Anne						200219											mary	2	1889	1973		36
	Les offices de bouche à l’Hôtel du roi de France, de Philippe_VI à Charles_VI (1328-1422)		2002						Moirez	Pauline						200220											moirez	2	1328	1422		38
	Les derniers feux des Concerts spirituels parisiens (1816-1831)		2002						Morand	Olivier						200221											morand	1	1816	1831		45
	Le <i>Commentaire_des_Psaumes</i> de saint_Thomas_d_Aquin		2002						Morard	Martin						200222											morard	1	1272	1273		46
	La correspondance générale de Louise_de_Vilmorin jusqu’en 1949 : édition critique		2002						Muth	Olivier						200223											muth	1	1902	1949		47
	L’amiral Claude_d_Annebault (vers 1495-1552) : faveur du roi et gouvernement du royaume au milieu du <abbr>xvi<sup>e</sup></abbr> siècle		2002						Nawrocki	François						200224											nawrocki	1	1495	1552		48
	Michel_Chamillart, ministre et secrétaire_d_État_de_la_guerre de Louis_XIV (1654-1721)		2002						Penicaut	Emmanuel						200225											penicaut	1	1654	1721		49
	Les chasses impériales de Napoléon_III		2002						Peoc’h	Géraldine						200226											peoch	2	1852	1870		50
	Les ingénieurs géographes des camps et armées du roi, de la guerre_de_Sept_Ans à la Révolution (1756-1791) : étude institutionnelle, prosopographique et sociale		2002						Ract	Patrice						200227											ract	1	1756	1791		51
	Les éditions René_Kieffer (1909-1950)		2002						Sanjuan	Agathe						200228											sanjuan	2	1909	1950		52
	La bibliothèque de l’abbaye cistercienne de Fontenay (Côte d’Or) : constitution, gestion, dissolution (XII<sup>e</sup>-XVIII<sup>e</sup> siècle)		2002						Stutzmann	Dominique						200229											stutzmann		1100	1799		53
	L’homme et l’environnement dans le Marais poitevin (seconde moitié du <abbr>xvi<sup>e</sup></abbr> siècle – début du <abbr>xx<sup>e</sup></abbr> siècle)		2002						Suire	Yannis						200230											suire	1	1550	1950		54
	Recherches sur les actes du monastère_Saint-Jean_Prodrome sur le mont Menoikion (Serrès, <abbr>xiii<sup>e</sup></abbr>-XV<sup>e</sup> siècle)		2002						Verdure	Marc						200231											verdure	1	1200	1499		55
	Raimond_VII_de_Toulouse et la paix de Paris (1229-1249)		2002						Villeminoz	Jérôme						200232											villeminoz	1	1229	1249		56
	Emile_Bertin (1878-1957), décorateur de théâtre : Le peintre aux vingt âmes diverses		2003						Berbain	Iris						200301											berbain	2	1878	1957		9
	Georges_Lanfry et son entreprise (1921-1969) : au service du patrimoine		2003						Blin	Frédéric						200302											blin	1	1921	1969		43
	“Fuor’ della Città et Stato di Fiorenza”. Migrations et réseaux florentins à la fin du <abbr>xvi<sup>e</sup></abbr> siècle, d’après les <i>Testamenti_forestieri</i>		2003						Brau	Pierre-Frédéric						200303											brau	1	1550	1599		42
